Protein ID,Disorder,Linear B-cell Epitopes,Tandem Repeats,Non-syn SNPs,Protein Length,Tajimas D (Guinea),Tajimas D (Gambia)
PF3D7_1017200,12.08,3.77,0.0,0.0,530,-99.0,-99.0
PF3D7_1017300.1,43.28,19.2,0.0,0.0,573,-99.0,-99.0
PF3D7_1017300.2,42.54,18.18,0.0,0.34,583,-99.0,-99.0
PF3D7_1017400,0.82,6.15,0.0,0.0,244,-0.83,-0.4
PF3D7_1017500,3.73,6.72,0.0,0.0,134,-99.0,-99.0
PF3D7_1017600,96.7,49.02,28.73,4.02,971,-2.24,-1.89
PF3D7_1017700,44.42,23.69,12.07,4.1,439,-99.0,-99.0
PF3D7_1017800,9.86,12.5,3.08,0.26,1136,-1.61,-0.87
PF3D7_1017900,6.64,4.5,0.0,0.0,467,-1.34,-1.02
PF3D7_1018000,16.61,12.14,2.32,0.18,560,-2.01,-1.22
PF3D7_1018100,15.6,14.18,0.0,0.71,282,-1.9,-1.01
PF3D7_1018200,47.78,22.71,7.85,0.37,2166,-2.15,-1.62
PF3D7_1018300,51.53,28.37,19.41,0.39,1015,-1.89,-1.57
PF3D7_1018400,1.01,6.03,0.0,1.51,199,-99.0,-99.0
PF3D7_1018500,6.31,2.7,0.0,0.0,111,-99.0,-99.0
PF3D7_1018600,34.98,12.87,5.51,1.0,1904,-2.24,-1.57
PF3D7_1018700,12.12,21.16,1.62,0.16,619,-99.0,-99.0
PF3D7_1018800,13.42,13.28,0.0,0.14,708,-2.15,-2.22
PF3D7_1018900,15.78,10.75,0.0,0.28,716,-1.98,-1.67
PF3D7_1019000,62.25,22.66,11.06,1.46,2405,-2.47,-2.05
PF3D7_1019100,25.83,28.37,9.34,1.82,1928,-2.05,-1.83
PF3D7_1019200,5.02,8.78,0.0,0.0,319,-99.0,-99.0
PF3D7_1019300,20.09,16.46,4.26,0.45,1762,-2.33,-2.12
PF3D7_1019400,5.56,12.96,0.0,0.0,108,-99.0,-99.0
PF3D7_1019500.1,22.24,3.63,0.0,0.0,1241,-99.0,-99.0
PF3D7_1019500.2,22.0,3.63,0.0,0.0,1241,-99.0,-99.0
PF3D7_1019600,25.87,16.53,13.97,2.31,1210,-2.25,-1.21
PF3D7_1019700,75.33,30.26,39.29,7.08,1074,-1.72,-0.43
PF3D7_1019800,13.93,9.5,1.29,0.92,1084,-2.04,-1.35
PF3D7_1020000,38.2,18.63,0.0,0.31,322,-1.88,-1.73
PF3D7_1020100,6.93,10.89,0.0,0.0,101,-99.0,-99.0
PF3D7_1020200,28.92,13.85,0.0,0.49,823,-0.57,0.1
PF3D7_1020300,40.05,12.74,2.34,0.0,769,-1.7,-0.96
PF3D7_1020400,19.8,11.98,2.0,0.17,601,-1.46,-1.63
PF3D7_1020500,11.86,17.59,10.87,0.4,506,-99.0,-99.0
PF3D7_1020600,24.37,17.62,8.67,1.5,2134,-2.54,-2.14
PF3D7_1020700,21.28,15.52,3.23,0.39,1269,-2.17,-2.09
PF3D7_1020800,32.66,13.59,0.0,0.0,640,-2.18,-1.9
PF3D7_1020900,7.18,5.52,0.0,0.0,181,-99.0,-99.0
PF3D7_1021000,6.8,7.08,0.0,0.0,353,-1.39,-1.55
PF3D7_1021100,15.45,9.82,4.09,0.23,1761,-2.21,-2.31
PF3D7_1021200,34.4,26.71,0.0,1.02,689,-1.15,-1.46
PF3D7_1021300,3.08,2.64,4.19,0.88,454,-0.16,-1.07
PF3D7_1021400,5.33,6.3,0.0,0.0,619,-1.86,-2.15
PF3D7_1021500,30.44,18.09,2.65,0.0,680,-99.0,-99.0
PF3D7_1021600,3.04,10.27,5.7,0.0,263,-99.0,-99.0
PF3D7_1021700,53.98,20.65,6.24,1.37,6934,-2.15,-1.75
PF3D7_1021800,71.84,24.4,13.02,0.43,2074,-2.43,-2.08
PF3D7_1021900,72.05,37.6,17.16,1.18,2290,-2.51,-2.22
PF3D7_1022000,29.87,26.3,3.93,0.35,1426,-1.3,-1.16
PF3D7_1022100,10.81,8.49,0.0,0.0,259,-99.0,-99.0
PF3D7_1022200,14.47,4.93,0.0,0.32,629,-1.01,-1.44
PF3D7_1022300,35.08,4.31,3.08,0.0,325,-99.0,-99.0
PF3D7_1022400,68.59,55.02,2.79,0.0,538,-2.18,-2.01
PF3D7_1022500,9.24,4.09,0.0,0.0,563,-99.0,-99.0
PF3D7_1022600,42.31,21.55,2.81,0.0,891,-1.52,-1.74
PF3D7_1022700,13.82,4.36,0.0,0.0,275,-99.0,-99.0
PF3D7_1022800,9.95,9.34,1.09,0.12,824,-2.03,-1.06
PF3D7_1022900,1.69,13.56,0.0,0.0,118,-99.0,-99.0
PF3D7_1023000,12.11,10.65,3.63,0.24,413,-99.0,-99.0
PF3D7_1023100,25.5,12.36,3.22,0.16,5687,-2.38,-2.48
PF3D7_1023200,9.6,7.74,0.0,0.0,323,-99.0,-99.0
PF3D7_1023300,15.19,6.33,0.0,0.0,79,-99.0,-99.0
PF3D7_1023400,2.05,8.72,0.0,0.0,195,-99.0,-99.0
PF3D7_1023500,6.19,4.12,0.0,0.0,97,-99.0,-99.0
PF3D7_1023600,29.1,18.75,0.0,0.2,512,-1.95,-0.75
PF3D7_1023700,12.55,11.36,0.0,0.66,757,-1.08,-0.81
PF3D7_1023800,12.42,17.57,14.0,1.72,757,-0.9,-1.23
PF3D7_1023900,65.5,31.43,5.08,0.18,3328,-2.61,-2.26
PF3D7_1024000,18.02,14.49,3.0,0.0,566,-99.0,-99.0
PF3D7_1024100,62.77,23.64,13.04,1.81,1104,-1.89,-1.25
PF3D7_1024200,22.5,13.75,0.0,0.0,160,-99.0,-99.0
PF3D7_1024300,6.15,5.38,0.0,0.0,130,-99.0,-99.0
PF3D7_1024400,31.27,23.9,0.0,0.2,502,-1.7,-1.73
PF3D7_1024500,13.26,16.29,0.0,0.0,264,-99.0,-99.0
PF3D7_1024600,0.23,2.77,0.0,0.0,433,-99.0,-99.0
PF3D7_1024700,13.1,9.07,0.0,0.2,496,-99.0,-99.0
PF3D7_1024800,55.19,36.0,23.5,0.75,1464,-0.95,-1.95
PF3D7_1024900,14.58,14.13,18.78,2.67,1571,-1.8,-1.79
PF3D7_1025000,51.94,24.39,7.86,1.22,980,-1.63,-1.95
PF3D7_1025100,3.5,8.2,8.44,0.48,829,-1.91,-2.0
PF3D7_1025200,10.98,16.36,21.5,0.7,428,-99.0,-99.0
PF3D7_1025300,21.04,18.33,1.08,0.22,922,-0.89,-0.97
PF3D7_1025400,31.44,9.65,13.33,1.69,1358,-1.61,-1.33
PF3D7_1025500,42.57,14.7,4.87,0.8,5767,-2.29,-1.87
PF3D7_1025600,40.3,16.42,0.0,0.0,67,-99.0,-99.0
PF3D7_1025700,1.07,6.42,0.0,0.53,187,-99.0,-99.0
PF3D7_1025800,7.46,8.96,0.0,0.0,67,-99.0,-99.0
PF3D7_1025900,29.75,19.23,4.13,0.3,1331,-1.86,-1.96
PF3D7_1026000,85.67,46.56,15.98,2.75,363,-1.76,-1.06
PF3D7_1026100,8.76,10.82,7.22,0.0,194,-99.0,-99.0
PF3D7_1026200,3.4,10.71,9.35,0.85,588,-99.0,-99.0
PF3D7_1026300,19.89,28.19,7.67,0.54,1121,-2.3,-1.9
PF3D7_1026400,19.73,14.59,0.0,0.17,603,-0.84,-1.16
PF3D7_1026500,2.86,4.29,0.0,0.0,70,-99.0,-99.0
PF3D7_1026600,71.63,25.83,12.23,1.42,1692,-2.34,-2.08
PF3D7_1026800,4.94,22.43,0.0,0.0,263,-99.0,-99.0
PF3D7_1026900,1.7,3.4,0.0,0.0,294,-99.0,-99.0
PF3D7_1027000,23.08,22.42,15.13,1.21,1811,-1.29,-1.1
PF3D7_1027100,80.05,36.14,13.08,1.17,772,-2.3,-1.64
PF3D7_1027200,16.73,4.23,0.0,0.0,520,-1.54,-0.05
PF3D7_1027300,62.09,46.06,3.56,1.02,393,-2.24,-1.74
PF3D7_1027400,0.56,6.78,0.0,0.0,177,-99.0,-99.0
PF3D7_1027500,5.56,2.78,0.0,0.0,72,-99.0,-99.0
PF3D7_1027600,1.79,1.79,0.0,0.3,336,-1.99,-1.19
PF3D7_1027700.1,21.23,22.91,0.0,0.0,179,-99.0,-99.0
PF3D7_1027700.2,19.55,22.91,0.0,0.0,179,-99.0,-99.0
PF3D7_1027800,9.84,9.59,0.0,0.0,386,-99.0,-99.0
PF3D7_1027900,5.93,10.37,0.0,0.0,270,-99.0,-99.0
PF3D7_1028000,14.0,8.26,0.0,0.17,593,-0.92,-1.54
PF3D7_1028100,5.58,3.61,0.0,0.16,609,-1.82,-0.58
PF3D7_1028200,25.18,3.28,0.0,0.73,274,-2.04,-1.38
PF3D7_1028300,53.02,14.92,0.0,0.0,315,-1.86,-1.55
PF3D7_1028400,41.2,31.06,22.15,2.69,483,-99.0,-99.0
PF3D7_1028500,53.46,32.82,15.04,2.03,838,-0.63,-1.02
PF3D7_1028600,9.36,29.24,0.0,0.0,171,-99.0,-99.0
PF3D7_1028700,43.17,43.17,12.25,0.4,498,-1.69,-1.13
PF3D7_1028800,5.13,0.85,0.0,0.0,117,-99.0,-99.0
PF3D7_1028900,8.94,13.28,0.0,0.0,369,-99.0,-99.0
PF3D7_1029100.1,14.4,9.31,3.65,0.43,1396,-99.0,-99.0
PF3D7_1029100.2,14.28,9.33,3.66,0.0,1394,-99.0,-99.0
PF3D7_1029200,6.85,12.61,1.62,0.18,555,-1.23,-0.79
PF3D7_1029300,32.65,17.55,6.94,0.68,735,-2.04,-1.55
PF3D7_1029400,26.55,8.18,0.0,0.0,501,-1.95,-1.74
PF3D7_1029500,15.22,18.84,0.0,0.0,138,-99.0,-99.0
PF3D7_1029600,5.72,3.0,0.0,0.0,367,-99.0,-99.0
PF3D7_1029700,9.41,7.22,0.0,0.13,776,-2.19,-1.48
PF3D7_1029800,10.98,5.49,0.0,0.0,437,-99.0,-99.0
PF3D7_1029900,41.84,20.57,8.9,0.29,1697,-2.14,-1.64
PF3D7_1030000,27.07,12.78,0.0,0.0,133,-99.0,-99.0
PF3D7_1030100,35.58,16.12,2.56,0.62,1290,-1.46,-0.32
PF3D7_1030200,48.44,19.11,8.89,2.44,450,-1.82,-1.25
PF3D7_1030300,38.79,24.84,1.98,0.45,1111,-2.13,-1.71
PF3D7_1030400,34.89,19.78,0.0,5.04,278,-99.0,-99.0
PF3D7_1030500,1.53,2.54,0.0,0.51,393,-0.49,0.18
PF3D7_1030600,5.69,19.9,0.0,0.17,598,-1.79,-1.89
PF3D7_1030700,7.78,13.23,0.0,0.0,257,-99.0,-99.0
PF3D7_1030800,0.94,15.09,0.0,0.0,212,-1.7,-1.73
PF3D7_1030900,9.17,10.55,0.0,0.46,218,-99.0,-99.0
PF3D7_1031000,5.53,9.22,0.0,0.0,217,-99.0,-99.0
PF3D7_1031100,3.8,2.17,0.0,0.0,184,-99.0,-99.0
PF3D7_1031300,21.0,25.68,27.86,2.94,919,-2.14,-1.31
PF3D7_1031400.1,34.12,19.51,1.92,1.28,938,-99.0,-99.0
PF3D7_1031400.2,36.83,19.15,1.9,0.0,945,-99.0,-99.0
PF3D7_1031500,30.86,23.12,7.74,0.76,917,-2.34,-1.79
PF3D7_1031600,51.22,35.73,18.58,1.77,904,-1.5,-1.76
PF3D7_1031700,73.28,53.45,0.0,0.86,116,-99.0,-99.0
PF3D7_1031800,13.41,14.59,0.0,0.47,425,-1.58,-1.6
PF3D7_1031900,2.33,2.17,0.0,0.67,600,-1.59,-0.69
PF3D7_1032000,28.26,16.85,3.94,0.14,736,-2.12,-1.69
PF3D7_1032100,39.92,18.66,19.16,1.26,1190,-1.78,-1.17
PF3D7_1032200,10.85,27.13,0.0,0.0,129,-99.0,-99.0
PF3D7_1032300,15.15,9.3,1.72,0.8,871,-2.25,-2.0
PF3D7_1032400,5.64,2.82,0.0,0.0,461,-99.0,-99.0
PF3D7_1032500,15.21,7.6,0.0,0.0,263,-99.0,-99.0
PF3D7_1032600,19.43,1.71,0.0,0.0,350,-2.13,-1.73
PF3D7_1032700,75.23,41.41,35.26,5.97,553,-1.83,-1.73
PF3D7_1032800,0.65,2.59,0.0,0.0,309,-99.0,-99.0
PF3D7_1032900,32.93,15.49,6.2,0.46,1743,-1.83,-1.05
PF3D7_1033000,18.0,19.43,9.45,2.14,561,-0.01,-1.22
PF3D7_1033100,23.85,18.34,2.93,1.81,1434,-1.01,-0.77
PF3D7_1033200,51.55,52.39,0.0,1.13,355,-2.0,-1.64
PF3D7_1033300,5.74,3.28,0.0,0.0,122,-99.0,-99.0
PF3D7_1033400,4.17,6.6,0.0,0.35,288,-99.0,-99.0
PF3D7_1033500,23.27,14.1,0.0,0.28,709,-1.67,-1.54
PF3D7_1033600,57.27,23.93,3.17,0.0,915,-1.9,-1.07
PF3D7_1033700,6.76,13.52,0.0,0.0,488,-1.61,-1.21
PF3D7_1033800,11.56,7.56,0.0,0.0,450,-1.7,-1.91
PF3D7_1033900,20.94,19.9,0.0,0.0,191,-99.0,-99.0
PF3D7_1034000,17.04,7.84,0.0,0.3,663,-1.96,-1.2
PF3D7_1034100,13.57,0.71,0.0,0.0,140,-99.0,-99.0
PF3D7_1034200,14.49,14.95,0.0,0.0,214,-99.0,-99.0
PF3D7_1034300,6.98,10.0,1.7,0.0,530,-2.09,-2.18
PF3D7_1034400,3.49,7.77,0.0,0.0,631,-99.0,-99.0
PF3D7_1034500,24.16,14.69,3.57,1.26,1511,-2.2,-1.72
PF3D7_1034600,10.97,5.81,0.0,0.65,310,-1.21,-0.39
PF3D7_1034700,6.18,2.81,0.0,0.0,178,-99.0,-99.0
PF3D7_1034800,2.79,2.48,0.0,0.31,323,-0.68,0.55
PF3D7_1034900,6.19,5.74,0.0,0.34,889,-0.21,-0.05
PF3D7_1035000,26.38,12.19,0.0,1.61,993,-0.12,-0.06
PF3D7_1035100,16.04,31.55,0.0,3.39,561,0.94,0.56
PF3D7_1035200,94.7,89.06,78.46,17.26,585,-99.0,-99.0
PF3D7_1035300,95.38,46.96,19.55,1.46,1233,-1.1,0.03
PF3D7_1035400,52.26,45.2,10.45,8.47,354,1.11,0.72
PF3D7_1035500,47.98,48.52,5.93,5.12,371,-99.0,-99.0
PF3D7_1035600,41.75,38.21,0.0,0.47,424,-99.0,-99.0
PF3D7_1035700,34.29,25.82,0.0,2.87,697,1.05,1.88
PF3D7_1035800,90.87,34.97,57.58,0.7,712,-1.7,-1.73
PF3D7_1035900,100.0,19.26,39.05,4.95,566,-1.46,-1.73
PF3D7_1036000,37.78,44.94,4.69,0.0,405,-1.95,-1.23
PF3D7_1036300,38.32,31.5,3.54,11.81,762,1.82,1.87
PF3D7_1036400,40.62,32.01,68.42,3.79,1162,-1.21,-0.61
PF3D7_1036500,66.13,44.86,5.41,1.08,555,-1.13,-1.93
PF3D7_1036600.1,15.91,9.55,0.0,0.0,220,-99.0,-99.0
PF3D7_1036600.2,15.91,8.18,0.0,0.0,220,-99.0,-99.0
PF3D7_1036700,14.29,17.14,0.0,0.0,210,-1.7,-1.73
PF3D7_1036800,10.51,5.08,2.37,0.34,590,-1.79,-1.38
PF3D7_1036900,86.73,32.12,1.96,0.06,1681,-2.35,-1.92
PF3D7_1037000,38.41,10.83,2.16,0.54,2226,-2.39,-2.18
PF3D7_1037100,7.52,4.56,0.0,0.13,745,-1.5,-2.04
PF3D7_1037200,1.55,4.1,0.0,0.0,708,-2.16,-1.73
PF3D7_1037300,1.33,5.32,0.0,0.0,301,-99.0,-99.0
PF3D7_1037400,9.28,4.1,5.85,0.25,1196,-2.11,-1.74
PF3D7_1037500,14.39,5.78,0.0,0.14,709,-99.0,-99.0
PF3D7_1037600,24.72,10.27,0.0,0.0,886,-2.24,-2.14
PF3D7_1037700,4.76,10.48,0.0,0.0,105,-99.0,-99.0
PF3D7_1037800,38.88,10.28,0.0,0.11,944,-2.49,-1.5
PF3D7_1037900,1.1,3.3,0.0,0.0,182,-1.43,-2.01
PF3D7_1038000.1,22.69,22.69,0.0,0.0,119,-99.0,-99.0
PF3D7_1038000.2,22.5,22.5,0.0,0.0,120,-99.0,-99.0
PF3D7_1038100,26.84,20.31,7.04,0.92,980,-2.2,-1.72
PF3D7_1038300,5.74,10.93,0.0,0.0,366,-1.53,-0.5
PF3D7_1038400,98.35,7.11,71.35,6.13,9563,-1.9,-1.19
PF3D7_1038500,1.6,8.82,0.0,0.27,374,-99.0,-99.0
PF3D7_1038600,1.16,7.34,0.0,0.77,518,0.45,-0.18
PF3D7_1038700,2.5,8.89,0.0,0.28,360,-1.23,-0.65
PF3D7_1038800,35.78,13.17,0.0,0.22,911,-1.95,-1.61
PF3D7_1038900,4.46,4.18,0.0,0.0,359,-99.0,-99.0
PF3D7_1039000,40.96,27.49,0.99,0.22,913,-1.19,-0.92
PF3D7_1039300,2.97,5.34,100.0,15.43,337,-99.0,-99.0
PF3D7_1039700,0.87,9.09,0.0,14.72,231,-99.0,-99.0
PF3D7_1039800,9.13,19.13,0.0,0.43,230,-99.0,-99.0
PF3D7_1039900,4.55,14.29,0.0,0.65,308,-99.0,-99.0
PF3D7_1040000,11.98,4.74,5.29,5.57,359,-99.0,-99.0
PF3D7_1040100,7.77,6.47,5.83,0.0,309,-99.0,-99.0
PF3D7_1040200,8.85,17.7,0.0,2.3,305,-99.0,-99.0
PF3D7_1040300,10.05,5.56,0.0,14.55,378,-99.0,-99.0
PF3D7_1040400,4.31,13.51,0.0,6.03,348,-99.0,-99.0
PF3D7_1040500,6.86,4.29,0.0,13.71,350,-99.0,-99.0
PF3D7_1040600,6.13,13.19,0.0,4.29,326,-99.0,-99.0
PF3D7_1040700,3.76,4.57,0.0,13.98,372,-99.0,-99.0
PF3D7_1040800,5.42,10.51,0.0,12.2,295,-99.0,-99.0
PF3D7_1040900,8.04,12.22,0.0,13.18,311,-99.0,-99.0
PF3D7_1041000,3.51,7.84,0.0,12.43,370,-99.0,-99.0
PF3D7_1041100,2.1,12.57,0.0,13.17,334,-99.0,-99.0
PF3D7_1041200,3.77,7.01,0.0,16.17,371,-99.0,-99.0
PF3D7_1041300,54.79,38.24,0.0,17.09,2194,-99.0,-99.0
PF3D7_1100100,51.1,36.62,0.82,18.33,2182,-99.0,-99.0
PF3D7_1100200,53.34,27.89,0.53,17.37,2994,-99.0,-99.0
PF3D7_1100300,4.71,5.29,0.0,18.53,340,-99.0,-99.0
PF3D7_1100400,7.12,8.36,0.0,0.0,323,-99.0,-99.0
PF3D7_1100500,8.56,2.75,0.0,0.0,327,-99.0,-99.0
PF3D7_1100800,3.46,16.88,0.0,5.19,231,-99.0,-99.0
PF3D7_1101100,5.44,6.59,0.0,23.78,349,-99.0,-99.0
PF3D7_1101200,5.9,11.8,0.0,0.0,356,-99.0,-99.0
PF3D7_1101300,10.3,10.0,0.0,0.0,330,-99.0,-99.0
PF3D7_1101500,10.39,14.29,0.0,0.97,308,-99.0,-99.0
PF3D7_1101600,9.13,19.13,0.0,0.43,230,-99.0,-99.0
PF3D7_1101700,0.87,9.09,0.0,12.55,231,-99.0,-99.0
PF3D7_1101800,10.64,3.9,0.0,0.35,282,-99.0,-99.0
PF3D7_1102000,100.0,4.31,100.0,18.16,881,-99.0,-99.0
PF3D7_1102200,22.61,7.24,0.0,0.0,566,-99.0,-99.0
PF3D7_1102300,74.7,70.12,40.72,1.45,415,-1.21,-1.15
PF3D7_1102400,2.12,6.67,1.36,0.45,660,-1.33,0.07
PF3D7_1102500,7.53,18.11,0.0,0.8,624,-0.06,0.03
PF3D7_1102600,1.11,5.9,0.0,1.48,271,-0.52,0.08
PF3D7_1102700,26.37,10.99,0.0,0.0,91,-99.0,-99.0
PF3D7_1102800,29.79,28.72,0.0,0.0,94,-1.48,-1.05
PF3D7_1102900,8.84,14.88,0.0,0.47,215,-99.0,-99.0
PF3D7_1103000,5.49,7.69,0.0,0.0,91,-0.52,0.79
PF3D7_1103100,44.92,29.66,0.0,0.0,118,-99.0,-99.0
PF3D7_1103400,30.98,23.19,6.77,0.07,1462,-2.43,-2.1
PF3D7_1103500,26.76,18.01,0.0,0.17,583,-1.76,-2.04
PF3D7_1103600,4.01,12.22,0.0,0.2,499,-99.0,-99.0
PF3D7_1103700,11.84,12.65,0.0,0.0,245,-99.0,-99.0
PF3D7_1103800,64.34,19.46,5.93,0.47,3371,-2.58,-1.98
PF3D7_1103900,8.2,3.28,0.0,0.0,61,-99.0,-99.0
PF3D7_1104000,0.32,5.94,0.0,0.0,623,-1.88,-1.21
PF3D7_1104100,22.77,11.82,4.61,0.0,347,-99.0,-99.0
PF3D7_1104200,38.08,19.64,3.93,0.21,1426,-1.17,-1.24
PF3D7_1104300,43.91,21.03,9.11,0.79,1141,-2.19,-1.99
PF3D7_1104400,14.15,8.02,0.0,0.47,424,-99.0,-99.0
PF3D7_1104500,0.16,8.23,0.0,0.0,644,-1.73,-1.98
PF3D7_1104600,43.39,35.61,18.97,0.78,643,-2.41,-1.54
PF3D7_1104900,23.7,25.43,8.89,3.15,1620,-2.13,-1.87
PF3D7_1105000,21.36,14.56,0.0,0.0,103,-99.0,-99.0
PF3D7_1105100,23.08,21.37,0.0,0.0,117,-99.0,-99.0
PF3D7_1105200,0.22,1.51,0.0,0.22,463,-2.16,-1.25
PF3D7_1105300,11.92,14.38,6.3,0.27,730,-99.0,-99.0
PF3D7_1105400,6.51,4.21,0.0,0.0,261,-99.0,-99.0
PF3D7_1105500,17.54,9.36,0.0,0.0,171,-99.0,-99.0
PF3D7_1105600,6.18,10.17,0.0,0.13,777,-1.84,-1.5
PF3D7_1105700,1.58,3.75,0.0,0.4,506,-0.59,-1.24
PF3D7_1105800,14.29,11.65,0.0,0.75,266,-1.15,-0.79
PF3D7_1105900,3.03,0.76,0.0,0.76,132,-1.01,-0.9
PF3D7_1106000,5.68,5.47,0.0,0.42,475,-1.99,-1.42
PF3D7_1106100,16.73,11.52,0.0,0.0,269,-99.0,-99.0
PF3D7_1106200,11.89,11.75,1.32,0.0,681,-2.18,-1.22
PF3D7_1106300,9.28,9.14,12.41,1.09,733,-1.54,-1.33
PF3D7_1106400,4.31,11.21,0.0,0.0,116,-99.0,-99.0
PF3D7_1106500,40.28,16.28,11.68,0.45,2021,-2.53,-2.17
PF3D7_1106600,36.71,18.2,3.58,0.23,1313,-2.42,-1.37
PF3D7_1106700,11.91,15.82,0.0,0.0,1024,-1.52,-1.46
PF3D7_1106800,35.04,18.19,12.86,2.66,1501,-1.99,-2.22
PF3D7_1106900,3.57,10.12,12.5,0.0,168,-99.0,-99.0
PF3D7_1107000,30.95,32.54,0.0,0.0,126,-99.0,-99.0
PF3D7_1107100,50.17,27.89,0.0,0.0,588,-2.42,-2.29
PF3D7_1107200,25.11,15.57,0.0,0.28,713,-1.33,-1.53
PF3D7_1107300,91.72,41.84,12.21,1.83,3334,-2.26,-1.69
PF3D7_1107400,8.57,8.57,0.0,0.0,350,-0.31,-0.1
PF3D7_1107500,9.68,1.94,0.0,0.0,155,-99.0,-99.0
PF3D7_1107600,39.04,16.51,5.76,0.96,1145,-1.12,-1.72
PF3D7_1107700,42.46,11.98,0.0,0.16,643,-0.93,-1.66
PF3D7_1107800,39.17,32.93,5.63,0.55,1828,-1.9,-0.86
PF3D7_1107900,48.45,19.48,2.43,0.61,1812,-2.23,-1.92
PF3D7_1108000,70.77,36.09,10.56,1.41,568,-0.92,-1.33
PF3D7_1108100,53.29,26.02,18.93,0.8,1368,-2.02,-1.18
PF3D7_1108200,1.83,11.59,0.0,0.0,164,-99.0,-99.0
PF3D7_1108300,8.41,4.67,0.0,0.0,107,-99.0,-99.0
PF3D7_1108400,2.99,3.28,0.0,0.0,335,-99.0,-99.0
PF3D7_1108500,5.81,14.07,0.0,0.0,327,-99.0,-99.0
PF3D7_1108600,23.62,18.08,0.0,0.0,343,-99.0,-99.0
PF3D7_1108700,17.22,10.93,0.0,0.0,540,-2.02,-1.77
PF3D7_1108800,7.74,7.74,0.0,0.0,155,-99.0,-99.0
PF3D7_1108900,11.23,16.63,6.26,0.43,463,-99.0,-99.0
PF3D7_1109100,45.19,20.11,7.91,0.48,1467,-1.79,-1.43
PF3D7_1109200,8.57,11.43,5.97,0.0,385,-1.97,-1.23
PF3D7_1109400,39.22,10.78,0.0,0.0,436,-2.17,-1.12
PF3D7_1109900,9.82,8.93,0.0,0.0,112,-99.0,-99.0
PF3D7_1110000,3.66,1.22,0.0,0.0,82,-99.0,-99.0
PF3D7_1110100,49.88,24.82,7.41,0.82,850,-2.11,-1.54
PF3D7_1110200,24.15,18.74,5.19,0.23,1329,-1.16,-0.62
PF3D7_1110300,48.87,36.2,4.98,1.36,221,-0.16,2.14
PF3D7_1110400,92.25,44.98,13.82,0.27,1483,-99.0,-99.0
PF3D7_1110500,19.81,15.52,3.05,0.1,1050,-2.29,-1.9
PF3D7_1110600,11.8,8.99,0.0,0.0,178,-1.58,-1.88
PF3D7_1110700,0.53,6.35,0.0,0.26,378,-99.0,-99.0
PF3D7_1110800,3.98,6.97,0.0,0.0,201,-99.0,-99.0
PF3D7_1110900,45.94,20.73,0.0,0.35,579,-2.25,-1.59
PF3D7_1111000,14.68,10.02,7.94,0.69,579,-2.12,-1.23
PF3D7_1111100,0.57,5.16,0.0,0.29,349,-99.0,-99.0
PF3D7_1111200,30.47,21.89,0.0,0.17,594,-1.98,-2.01
PF3D7_1111300,18.69,14.19,0.0,0.69,289,-99.0,-99.0
PF3D7_1111400,5.32,2.66,0.0,0.53,188,-99.0,-99.0
PF3D7_1111500,19.38,6.2,0.0,0.0,129,-99.0,-99.0
PF3D7_1111600,17.74,15.19,1.21,0.13,744,-1.65,-1.61
PF3D7_1111700,14.62,12.25,4.75,0.62,800,-1.38,-0.69
PF3D7_1111800,29.58,14.65,0.0,0.0,355,-1.25,-1.73
PF3D7_1111900,24.58,13.14,0.0,0.0,236,-99.0,-99.0
PF3D7_1112000,16.67,5.56,0.0,0.0,72,-99.0,-99.0
PF3D7_1112100,52.76,19.76,6.79,1.59,2460,-1.67,-1.53
PF3D7_1112200,2.25,0.85,0.0,0.0,355,-99.0,-99.0
PF3D7_1112300,8.52,7.69,0.0,0.47,845,-1.89,-1.27
PF3D7_1112400,26.18,16.23,0.0,0.0,191,-99.0,-99.0
PF3D7_1112500,16.91,11.87,0.0,0.36,278,-0.98,-1.1
PF3D7_1112600,25.18,21.07,7.92,1.13,707,-2.1,-1.85
PF3D7_1112700,13.2,5.95,6.73,0.6,1159,-2.23,-2.05
PF3D7_1112800,3.82,0.9,5.62,0.22,445,-99.0,-99.0
PF3D7_1112900,22.87,9.09,0.0,0.28,363,-2.04,-1.37
PF3D7_1113000,28.08,10.99,0.54,0.35,5922,-2.41,-2.05
PF3D7_1113100,5.96,7.8,0.0,0.46,218,-99.0,-99.0
PF3D7_1113200,0.78,2.33,0.0,0.78,129,-99.0,-99.0
PF3D7_1113300,10.2,3.79,0.0,0.0,343,-99.0,-99.0
PF3D7_1113400,53.61,23.97,5.15,0.0,388,-0.92,-1.21
PF3D7_1113500,16.19,12.03,0.0,0.29,698,-1.79,-1.49
PF3D7_1113600,29.52,20.48,17.82,1.06,376,0.89,1.27
PF3D7_1113700,14.33,17.42,0.0,0.0,356,-1.99,-1.89
PF3D7_1113800,16.24,9.83,0.0,0.0,702,-99.0,-99.0
PF3D7_1113900,23.82,12.01,0.0,0.2,508,-1.31,-1.48
PF3D7_1114000,20.57,23.43,0.0,0.0,175,-99.0,-99.0
PF3D7_1114100.1,15.47,6.83,0.0,0.0,278,-99.0,-99.0
PF3D7_1114100.2,16.3,3.99,0.0,0.0,276,-99.0,-99.0
PF3D7_1114200,12.06,6.17,0.0,0.0,373,-99.0,-99.0
PF3D7_1114400,3.61,2.67,0.0,0.0,637,-99.0,-99.0
